,record,n_roi,min_t,max_t,min_f,max_f,dt,df,APD,Family,Order,Biotope,id,sound_id,gen,species
1234,59751,11,7.9017,8.051,525.911,649.654,0.1493,123.744,-40.25,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1235,59751,12,8.1477,8.2706,549.113,680.59,0.123,131.478,-40.89,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1236,59751,13,9.2104,9.3861,525.911,680.59,0.1757,154.68,-43.81,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1237,59751,14,9.4212,9.5442,494.975,649.654,0.123,154.68,-42.26,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1238,59751,15,10.5016,10.6421,525.911,649.654,0.1405,123.744,-43.43,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1239,59751,16,10.6948,10.8266,525.911,680.59,0.1317,154.68,-43.22,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1240,59751,17,11.9184,12.0765,494.975,618.718,0.1581,123.744,-44.16,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1241,59751,18,12.1292,12.2609,494.975,649.654,0.1317,154.68,-44.66,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1242,59751,19,12.34,12.4717,494.975,680.59,0.1317,185.616,-45.26,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1243,59751,20,14.439,14.5707,494.975,680.59,0.1317,185.616,-46.85,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1244,59751,21,14.6322,14.7991,494.975,649.654,0.1669,154.68,-45.24,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1245,59751,22,14.8449,14.9748,494.975,680.59,0.1299,185.616,-44.52,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1246,59751,23,16.7684,16.909,494.975,649.654,0.1405,154.68,-46.32,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1247,59751,24,16.9617,17.1022,525.911,680.59,0.1405,154.68,-43.52,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1248,59751,25,17.1725,17.3042,464.039,649.654,0.1317,185.616,-44.09,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1249,59751,26,18.6437,18.767,494.975,680.59,0.1233,185.616,-37.93,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1250,59751,27,18.8285,18.969,525.911,649.654,0.1405,123.744,-35.32,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1251,59751,28,19.048,19.171,464.039,680.59,0.123,216.551,-39.1,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1252,59751,29,21.2446,21.4203,371.231,649.654,0.1757,278.423,-46.59,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1253,59751,30,21.4554,21.5784,494.975,742.462,0.123,247.487,-41.14,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1254,59751,31,21.6135,21.798,340.295,618.718,0.1844,278.423,-48.28,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1255,59751,32,21.8858,22.0878,340.295,494.975,0.202,154.68,-51.6,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1256,59751,33,22.3865,22.5094,402.167,525.911,0.123,123.744,-48.96,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1257,59751,34,22.5621,22.6851,371.231,525.911,0.123,154.68,-52.85,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1258,59751,35,23.3574,23.498,464.039,649.654,0.1405,185.616,-43.83,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1259,59751,36,23.5155,23.6649,371.231,649.654,0.1493,278.423,-41.83,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1260,59751,37,23.7703,23.8932,494.975,680.59,0.123,185.616,-40.15,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1261,59751,38,24.2885,24.4026,371.231,618.718,0.1142,247.487,-47.06,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1262,59751,39,25.3952,25.5972,340.295,618.718,0.202,278.423,-48.86,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1263,59751,40,25.6938,25.8958,371.231,587.783,0.202,216.551,-46.26,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1264,59751,41,25.9661,26.1417,494.975,680.59,0.1757,185.616,-41.99,Upupidae,Bucerotiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",59751,Upupa,africana
1265,201448,1,0.3,0.4138,3452.669,6120.641,0.1138,2667.972,-40.67,Monarchidae,Passeriformes,Forest,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",201448,Trochocercus,cyanomelas
1266,201448,2,0.5793,0.7345,3099.555,5963.701,0.1552,2864.146,-44.25,Monarchidae,Passeriformes,Forest,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",201448,Trochocercus,cyanomelas
1267,201448,3,0.4552,0.5276,3374.199,4315.836,0.0724,941.637,-39.42,Monarchidae,Passeriformes,Forest,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",201448,Trochocercus,cyanomelas
1268,201448,4,4.4174,4.5208,4394.306,6473.754,0.1035,2079.448,-48.48,Monarchidae,Passeriformes,Forest,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",201448,Trochocercus,cyanomelas
1269,201448,5,4.6243,4.7898,3727.313,6238.345,0.1655,2511.032,-43.06,Monarchidae,Passeriformes,Forest,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",201448,Trochocercus,cyanomelas
1270,201448,6,4.8105,5.0898,3688.078,5924.466,0.2793,2236.388,-43.67,Monarchidae,Passeriformes,Forest,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",201448,Trochocercus,cyanomelas
1271,201448,7,38.556,38.7008,2981.851,7886.21,0.1448,4904.359,-36.17,Monarchidae,Passeriformes,Forest,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",201448,Trochocercus,cyanomelas
1272,201448,8,38.7629,38.918,2746.441,8553.203,0.1552,5806.762,-44.17,Monarchidae,Passeriformes,Forest,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",201448,Trochocercus,cyanomelas
1273,201448,9,38.9375,39.1547,3923.488,8710.142,0.2172,4786.655,-41.08,Monarchidae,Passeriformes,Forest,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",201448,Trochocercus,cyanomelas
1274,399267,1,0.784,0.8107,2156.405,2642.355,0.0267,485.95,-69.21,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1275,399267,2,0.873,1.1938,2034.917,2551.24,0.3208,516.322,-67.5,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1276,399267,3,1.5569,1.5727,2179.832,2308.689,0.0157,128.857,-69.26,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1277,399267,4,1.6073,1.6231,2158.356,2351.641,0.0157,193.286,-72.53,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1278,399267,5,1.642,1.6609,2179.832,2319.427,0.0189,139.595,-69.06,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1279,399267,6,1.6924,1.705,2212.046,2362.379,0.0126,150.333,-63.64,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1280,399267,7,1.7365,1.7554,2190.57,2340.903,0.0189,150.333,-65.36,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1281,399267,8,1.7806,1.8058,2212.046,2362.379,0.0252,150.333,-61.78,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1282,399267,9,1.831,1.8719,2190.57,2351.641,0.0409,161.071,-65.47,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1283,399267,10,1.8861,1.9097,2217.415,2351.641,0.0236,134.226,-59.93,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1284,399267,11,1.99,2.0451,2232.43,2449.139,0.0551,216.71,-67.56,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1285,399267,12,2.127,2.1711,2207.034,2397.397,0.0441,190.364,-63.46,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1286,399267,13,2.2735,2.316,2259.417,2397.397,0.0425,137.98,-61.9,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1287,399267,14,2.4215,2.4735,2190.428,2449.139,0.052,258.712,-63.91,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1288,399267,15,2.5869,2.653,2121.438,2431.892,0.0661,310.454,-64.95,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1289,399267,16,2.7653,2.8283,2086.943,2397.397,0.063,310.454,-64.32,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1290,399267,17,2.9448,3.0236,2121.438,2397.397,0.0787,275.959,-65.32,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1291,399267,18,3.1275,3.2,2155.933,2380.15,0.0724,224.217,-64.12,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1292,399267,19,3.3213,3.3843,2138.685,2362.902,0.063,224.217,-63.69,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1293,399267,20,3.5229,3.6206,1992.082,2362.902,0.0976,370.82,-65.94,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1294,399267,21,3.7245,3.7875,2121.438,2345.655,0.063,224.217,-65.42,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1295,399267,22,3.9324,3.9859,2069.695,2328.407,0.0535,258.712,-68.12,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1296,399267,23,4.1434,4.2001,2069.695,2293.912,0.0567,224.217,-67.48,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1297,399267,24,4.3495,4.4156,2035.2,2276.665,0.0661,241.464,-68.25,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1298,399267,25,4.5731,4.6392,2069.695,2259.417,0.0661,189.722,-67.87,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1299,399267,26,4.8062,4.8565,2035.2,2242.17,0.0504,206.97,-68.64,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1300,399267,27,5.0298,5.0802,2052.448,2224.922,0.0504,172.475,-67.96,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1301,399267,28,5.2534,5.3133,2035.2,2242.17,0.0598,206.97,-68.69,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1302,399267,29,5.4865,5.54,2035.2,2242.17,0.0535,206.97,-68.22,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1303,399267,30,5.7227,5.7731,2017.953,2242.17,0.0504,224.217,-67.21,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1304,399267,31,5.9621,6.0093,2052.448,2207.675,0.0472,155.227,-67.93,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1305,399267,32,6.1952,6.2424,2052.448,2224.922,0.0472,172.475,-66.39,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1306,399267,33,6.4282,6.4849,2035.2,2259.417,0.0567,224.217,-67.55,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1307,399267,34,6.6645,6.7243,2000.705,2207.675,0.0598,206.97,-68.99,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1308,399267,35,6.907,6.9637,2052.448,2259.417,0.0567,206.97,-68.82,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1309,399267,36,7.1494,7.1935,2035.2,2242.17,0.0441,206.97,-70.12,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1310,399267,37,7.3824,7.4391,2052.448,2276.665,0.0567,224.217,-69.5,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1311,399267,38,7.625,7.6659,2104.19,2224.922,0.0409,120.732,-69.87,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1312,399267,39,7.8738,7.9116,2035.2,2207.675,0.0378,172.475,-66.89,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1313,399267,40,8.11,8.1604,2069.695,2224.922,0.0504,155.227,-71.8,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1314,399267,41,8.3588,8.4155,2069.695,2173.18,0.0567,103.485,-71.44,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1315,399267,42,8.6234,8.6738,2017.953,2207.675,0.0504,189.722,-73.16,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1316,399267,43,8.888,8.9478,2035.2,2242.17,0.0598,206.97,-72.65,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1317,399267,44,9.1809,9.225,2017.953,2173.18,0.0441,155.227,-75.5,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1318,399267,45,9.4896,9.5211,2069.695,2138.685,0.0315,68.99,-69.69,Rallidae,Gruiformes,Marshlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",399267,Rallus,caerulescens
1319,445134,1,0.1388,0.5331,646.065,1208.476,0.3943,562.41,-42.37,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1320,445134,2,0.5553,0.6219,646.065,1119.846,0.0666,473.781,-44.99,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1321,445134,3,0.9384,1.0606,687.172,1232.171,0.1222,544.999,-43.57,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1322,445134,4,1.2994,1.7214,639.781,1161.084,0.422,521.303,-42.8,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
1323,445134,5,1.7713,1.8269,663.477,1113.693,0.0555,450.216,-44.12,Colombidae,Colombiformes,Woodlands,"0       432469
1       432469
2       432469
3       432469
4       432469
         ...  
3370    708641
3371    708641
3372    708641
3373    708641
3374    708641
Name: record, Length: 3375, dtype: int64",445134,Streptopelia,capicola
